jid_b026324c6904b2a9cb4b88d6d61c81d1, 'tag', ['Rd k1, Areg', 'Rd k1, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1' ] 
jid_31c76c1c43008d0a9d396fc78586f3d3, 'tag', ['Rd k1, Areg', 'Rd k166, Breg', 'Add Areg, Breg, Creg', 'St Creg, k166' ] 
jid_027f19cca4a7119da720f7f60314ced5, 'tag', ['Rd k1, Areg', 'Rd k167, Breg', 'Add Areg, Breg, Creg', 'St Creg, k167' ] 
jid_63cf7c8db392ec220067e32694368210, 'tag', ['Rd k1, Areg', 'Rd k168, Breg', 'Add Areg, Breg, Creg', 'St Creg, k168' ] 
jid_a187f54f5661d23769a5ab76651d1f8f, 'tag', ['Rd k1, Areg', 'Rd k169, Breg', 'Add Areg, Breg, Creg', 'St Creg, k169' ] 
jid_36f3ec68527c342d08520ec1d072fced, 'tag', ['Rd k1, Areg', 'Rd k170, Breg', 'Add Areg, Breg, Creg', 'St Creg, k170' ] 
jid_2eb5afb64fcc4eae09db82b522f20219, 'tag', ['Rd k1, Areg', 'Rd k171, Breg', 'Add Areg, Breg, Creg', 'St Creg, k171' ] 
jid_21b97fc756c8732ba5cbf02179225701, 'tag', ['Rd k1, Areg', 'Rd k172, Breg', 'Add Areg, Breg, Creg', 'St Creg, k172' ] 
jid_3d1108469b16342a97c5b60b363d751d, 'tag', ['Rd k1, Areg', 'Rd k173, Breg', 'Add Areg, Breg, Creg', 'St Creg, k173' ] 
jid_41075c479e3066ca4a8befc9ca07d15c, 'tag', ['Rd k1, Areg', 'Rd k174, Breg', 'Add Areg, Breg, Creg', 'St Creg, k174' ] 
jid_261104cbe0eceac00eaf4bf5d685b0cf, 'tag', ['Rd k1, Areg', 'Rd k175, Breg', 'Add Areg, Breg, Creg', 'St Creg, k175' ] 
jid_ed65b4e05427f8bfc0573db4d061a66f, 'tag', ['Rd k1, Areg', 'Rd k176, Breg', 'Add Areg, Breg, Creg', 'St Creg, k176' ] 
jid_edeaea17b7bb5f989e8879a33c116cae, 'tag', ['Rd k1, Areg', 'Rd k177, Breg', 'Add Areg, Breg, Creg', 'St Creg, k177' ] 
jid_7b7731085d04d325b618f8f83281d5e1, 'tag', ['Rd k1, Areg', 'Rd k178, Breg', 'Add Areg, Breg, Creg', 'St Creg, k178' ] 
jid_f584bd6f9cff10166a302a2ab5bc6e7e, 'tag', ['Rd k1, Areg', 'Rd k179, Breg', 'Add Areg, Breg, Creg', 'St Creg, k179' ] 
jid_e42002e140b29fc482ab0390cda6bdef, 'tag', ['Rd k1, Areg', 'Rd k180, Breg', 'Add Areg, Breg, Creg', 'St Creg, k180' ] 
jid_8bd50a3a0da6f7e47acd1ccd0fc1ac3c, 'tag', ['Rd k1, Areg', 'Rd k181, Breg', 'Add Areg, Breg, Creg', 'St Creg, k181' ] 
jid_993647e71651a205aba9934350da959c, 'tag', ['Rd k1, Areg', 'Rd k182, Breg', 'Add Areg, Breg, Creg', 'St Creg, k182' ] 
jid_948cd06ca76467cfb62fc176728d9039, 'tag', ['Rd k1, Areg', 'Rd k183, Breg', 'Add Areg, Breg, Creg', 'St Creg, k183' ] 
jid_3b9be5cbb65a3cfc9be0ae409bf28c1c, 'tag', ['Rd k1, Areg', 'Rd k184, Breg', 'Add Areg, Breg, Creg', 'St Creg, k184' ] 
jid_ae8d333327fdf610b2e9856d1c7df4b8, 'tag', ['Rd k1, Areg', 'Rd k185, Breg', 'Add Areg, Breg, Creg', 'St Creg, k185' ] 
jid_1e1da348199896d5dfc60bdc9086e025, 'tag', ['Rd k1, Areg', 'Rd k186, Breg', 'Add Areg, Breg, Creg', 'St Creg, k186' ] 
jid_0372c098401a1bed2e8f492a65793b6a, 'tag', ['Rd k1, Areg', 'Rd k187, Breg', 'Add Areg, Breg, Creg', 'St Creg, k187' ] 
jid_e6ce069c60d8e681ccd45b06ff3d47ad, 'tag', ['Rd k1, Areg', 'Rd k188, Breg', 'Add Areg, Breg, Creg', 'St Creg, k188' ] 
jid_34c6e1feaf7f5084f3014d5d11fb727e, 'tag', ['Rd k1, Areg', 'Rd k189, Breg', 'Add Areg, Breg, Creg', 'St Creg, k189' ] 
jid_bd918538adde6f0c235e2a5be74e735c, 'tag', ['Rd k1, Areg', 'Rd k190, Breg', 'Add Areg, Breg, Creg', 'St Creg, k190' ] 
jid_035032ee8b3366b341c48b0e9ba66601, 'tag', ['Rd k1, Areg', 'Rd k191, Breg', 'Add Areg, Breg, Creg', 'St Creg, k191' ] 
jid_6be7de648baa9067fa3087928d5ab0b4, 'tag', ['Rd k1, Areg', 'Rd k192, Breg', 'Add Areg, Breg, Creg', 'St Creg, k192' ] 
jid_3129533df8d7185baf2e03d971d603ff, 'tag', ['Rd k1, Areg', 'Rd k193, Breg', 'Add Areg, Breg, Creg', 'St Creg, k193' ] 
jid_939444082f2f746b65550629abb3c358, 'tag', ['Rd k1, Areg', 'Rd k194, Breg', 'Add Areg, Breg, Creg', 'St Creg, k194' ] 
jid_6f3898aad60615c5b13adea772ecec43, 'tag', ['Rd k1, Areg', 'Rd k195, Breg', 'Add Areg, Breg, Creg', 'St Creg, k195' ] 
jid_3bcd6e8775d0702d45044b567ffb6580, 'tag', ['Rd k1, Areg', 'Rd k196, Breg', 'Add Areg, Breg, Creg', 'St Creg, k196' ] 
jid_cbef08a051f3d9bb7015849dcd3e3422, 'tag', ['Rd k1, Areg', 'Rd k197, Breg', 'Add Areg, Breg, Creg', 'St Creg, k197' ] 
jid_5321951a8ceb122075cf6e80fce468ca, 'tag', ['Rd k1, Areg', 'Rd k198, Breg', 'Add Areg, Breg, Creg', 'St Creg, k198' ] 
jid_053ade8bc0514fd9f8411fec9ae6b566, 'tag', ['Rd k1, Areg', 'Rd k199, Breg', 'Add Areg, Breg, Creg', 'St Creg, k199' ] 
jid_c1ba58b05f6245f221ad65391fa6690b, 'tag', ['Rd k1, Areg', 'Rd k200, Breg', 'Add Areg, Breg, Creg', 'St Creg, k200' ] 
jid_1454a6e7a7facc5711db10ed2ed0034f, 'tag', ['Rd k1, Areg', 'Rd k201, Breg', 'Add Areg, Breg, Creg', 'St Creg, k201' ] 
jid_b6e693b66d2003e1d08cb4d0a4fedda0, 'tag', ['Rd k1, Areg', 'Rd k202, Breg', 'Add Areg, Breg, Creg', 'St Creg, k202' ] 
jid_e7d14fa651db7754aff22716bfccb14f, 'tag', ['Rd k1, Areg', 'Rd k203, Breg', 'Add Areg, Breg, Creg', 'St Creg, k203' ] 
jid_cd0a54e70051990d13f1fec4a08aa0f6, 'tag', ['Rd k1, Areg', 'Rd k204, Breg', 'Add Areg, Breg, Creg', 'St Creg, k204' ] 
jid_1166083fcc60dd6dc8643ed5d4a93ff2, 'tag', ['Rd k1, Areg', 'Rd k205, Breg', 'Add Areg, Breg, Creg', 'St Creg, k205' ] 
jid_1041ba7e06b4c6ae9d9bd88af0df96b3, 'tag', ['Rd k1, Areg', 'Rd k206, Breg', 'Add Areg, Breg, Creg', 'St Creg, k206' ] 
jid_076decdd037ccb810d0e9e1756a9c5e1, 'tag', ['Rd k1, Areg', 'Rd k207, Breg', 'Add Areg, Breg, Creg', 'St Creg, k207' ] 
jid_7c6139e8fb296b24c93dc4466bf90340, 'tag', ['Rd k1, Areg', 'Rd k208, Breg', 'Add Areg, Breg, Creg', 'St Creg, k208' ] 
jid_cbb8413057f9176473225dc1c9905599, 'tag', ['Rd k1, Areg', 'Rd k209, Breg', 'Add Areg, Breg, Creg', 'St Creg, k209' ] 
jid_301416f843b954c1f000843f24aa53bd, 'tag', ['Rd k1, Areg', 'Rd k210, Breg', 'Add Areg, Breg, Creg', 'St Creg, k210' ] 
jid_49a6957c6e2e1c5ce89cde8898949ae1, 'tag', ['Rd k1, Areg', 'Rd k211, Breg', 'Add Areg, Breg, Creg', 'St Creg, k211' ] 
jid_1ad002f8afb2fb847d201f7bf00505be, 'tag', ['Rd k1, Areg', 'Rd k212, Breg', 'Add Areg, Breg, Creg', 'St Creg, k212' ] 
jid_6f36dfd82a1b64f668d9957ad81199ff, 'tag', ['Rd k1, Areg', 'Rd k213, Breg', 'Add Areg, Breg, Creg', 'St Creg, k213' ] 
jid_f54f1729a7e3cfad54cff85a66c805ad, 'tag', ['Rd k1, Areg', 'Rd k214, Breg', 'Add Areg, Breg, Creg', 'St Creg, k214' ] 
jid_c5db628ee33ef57f9e6aaba9308975ae, 'tag', ['Rd k1, Areg', 'Rd k215, Breg', 'Add Areg, Breg, Creg', 'St Creg, k215' ] 
jid_8f9654eb7b0c528ed7edc173b692173e, 'tag', ['Rd k1, Areg', 'Rd k216, Breg', 'Add Areg, Breg, Creg', 'St Creg, k216' ] 
jid_c64ee80b16c586c5d3873571356fecf1, 'tag', ['Rd k1, Areg', 'Rd k217, Breg', 'Add Areg, Breg, Creg', 'St Creg, k217' ] 
jid_da4f2c32a51ddfa104df86d6d84619c6, 'tag', ['Rd k1, Areg', 'Rd k218, Breg', 'Add Areg, Breg, Creg', 'St Creg, k218' ] 
jid_545d8fdb508d46e9408b58f73ab97220, 'tag', ['Rd k1, Areg', 'Rd k219, Breg', 'Add Areg, Breg, Creg', 'St Creg, k219' ] 
jid_f5d8eac62167a471f95928c517bb6f22, 'tag', ['Rd k1, Areg', 'Rd k220, Breg', 'Add Areg, Breg, Creg', 'St Creg, k220' ] 
jid_48341ed4f1304fb01623d8f4565dedb0, 'tag', ['Rd k1, Areg', 'Rd k221, Breg', 'Add Areg, Breg, Creg', 'St Creg, k221' ] 
jid_348bd3ce10ec00ecc29d31ec97cd5839, 'tag', ['Rd k1, Areg', 'Rd k222, Breg', 'Add Areg, Breg, Creg', 'St Creg, k222' ] 
jid_9b779599da63adbf953beb561d6d65ea, 'tag', ['Rd k1, Areg', 'Rd k223, Breg', 'Add Areg, Breg, Creg', 'St Creg, k223' ] 
jid_f93a5e3ee6e4853c9849e0f58023cb52, 'tag', ['Rd k1, Areg', 'Rd k224, Breg', 'Add Areg, Breg, Creg', 'St Creg, k224' ] 
jid_2485938240bf200c26bb356bbbb0fa32, 'tag', ['Rd k1, Areg', 'Rd k225, Breg', 'Add Areg, Breg, Creg', 'St Creg, k225' ] 
jid_4a6d02b7fc61f162e24ea5cd9f893d1d, 'tag', ['Rd k1, Areg', 'Rd k226, Breg', 'Add Areg, Breg, Creg', 'St Creg, k226' ] 
jid_dae34b6569e0b0f183bee675c0c59499, 'tag', ['Rd k1, Areg', 'Rd k227, Breg', 'Add Areg, Breg, Creg', 'St Creg, k227' ] 
jid_a84fb2e5415e0e6f39bb68ce754c38a0, 'tag', ['Rd k1, Areg', 'Rd k228, Breg', 'Add Areg, Breg, Creg', 'St Creg, k228' ] 
jid_55fc63933ba0c92102a8e3a750014675, 'tag', ['Rd k1, Areg', 'Rd k229, Breg', 'Add Areg, Breg, Creg', 'St Creg, k229' ] 
jid_8226197b889d86f722471772777cc9d6, 'tag', ['Rd k1, Areg', 'Rd k230, Breg', 'Add Areg, Breg, Creg', 'St Creg, k230' ] 
jid_fac87b8618ebb0dc9ec3f1b5572840eb, 'tag', ['Rd k1, Areg', 'Rd k231, Breg', 'Add Areg, Breg, Creg', 'St Creg, k231' ] 
jid_3d26e13f5daf5e4cb7a154bd5107a27a, 'tag', ['Rd k1, Areg', 'Rd k232, Breg', 'Add Areg, Breg, Creg', 'St Creg, k232' ] 
jid_9f3d9739b11c2a4b08ea48512ac467f6, 'tag', ['Rd k1, Areg', 'Rd k233, Breg', 'Add Areg, Breg, Creg', 'St Creg, k233' ] 
jid_e42bb897d0afcdb1f1c46fb5e0c1ad22, 'tag', ['Rd k1, Areg', 'Rd k234, Breg', 'Add Areg, Breg, Creg', 'St Creg, k234' ] 
jid_bcb35cddc47f3df844ff26e9e2167c96, 'tag', ['Rd k1, Areg', 'Rd k235, Breg', 'Add Areg, Breg, Creg', 'St Creg, k235' ] 
jid_caec6c5b9f4424ac0b44c2cf23326c12, 'tag', ['Rd k1, Areg', 'Rd k236, Breg', 'Add Areg, Breg, Creg', 'St Creg, k236' ] 
jid_427e8576c702d4d715ec12e5071fdce2, 'tag', ['Rd k1, Areg', 'Rd k237, Breg', 'Add Areg, Breg, Creg', 'St Creg, k237' ] 
jid_4f61029d752be4d45c5e1133d7dad145, 'tag', ['Rd k1, Areg', 'Rd k238, Breg', 'Add Areg, Breg, Creg', 'St Creg, k238' ] 
jid_938a35e17efe9e3b83b13fc74e4a2564, 'tag', ['Rd k1, Areg', 'Rd k239, Breg', 'Add Areg, Breg, Creg', 'St Creg, k239' ] 
jid_ffbfc1313c9c855a32f98d7c4374aabd, 'tag', ['Rd k1, Areg', 'Rd k240, Breg', 'Add Areg, Breg, Creg', 'St Creg, k240' ] 
jid_3482bfb20c3f103718e444b9be6bf3ac, 'tag', ['Rd k1, Areg', 'Rd k241, Breg', 'Add Areg, Breg, Creg', 'St Creg, k241' ] 
jid_214311510e3d55d0291ad717f51c8ced, 'tag', ['Rd k1, Areg', 'Rd k242, Breg', 'Add Areg, Breg, Creg', 'St Creg, k242' ] 
jid_909596ec6cc7db8b70f1451fb06b381a, 'tag', ['Rd k1, Areg', 'Rd k243, Breg', 'Add Areg, Breg, Creg', 'St Creg, k243' ] 
jid_16b70e68aadd221500f1403b3d24e9de, 'tag', ['Rd k1, Areg', 'Rd k244, Breg', 'Add Areg, Breg, Creg', 'St Creg, k244' ] 
jid_1471e2c8fff7ddcce1acd0210cfbb7cb, 'tag', ['Rd k1, Areg', 'Rd k245, Breg', 'Add Areg, Breg, Creg', 'St Creg, k245' ] 
jid_20007c50aa9258083faf59d69a001b7d, 'tag', ['Rd k1, Areg', 'Rd k246, Breg', 'Add Areg, Breg, Creg', 'St Creg, k246' ] 
jid_4479235f75efaad02357cbffd0fa0ec1, 'tag', ['Rd k1, Areg', 'Rd k247, Breg', 'Add Areg, Breg, Creg', 'St Creg, k247' ] 
jid_fbaa030eee9a34cefd5248d7c90055f7, 'tag', ['Rd k1, Areg', 'Rd k248, Breg', 'Add Areg, Breg, Creg', 'St Creg, k248' ] 
jid_4d685096123bcc72d0923df5ca908f3b, 'tag', ['Rd k1, Areg', 'Rd k249, Breg', 'Add Areg, Breg, Creg', 'St Creg, k249' ] 
jid_3c0efa1ba676ecbc802c3717f291ee7e, 'tag', ['Rd k1, Areg', 'Rd k250, Breg', 'Add Areg, Breg, Creg', 'St Creg, k250' ] 
jid_bdeaa24829f1bce645a914c88feaa794, 'tag', ['Rd k1, Areg', 'Rd k251, Breg', 'Add Areg, Breg, Creg', 'St Creg, k251' ] 
jid_60ec2d50e99cbb811e889c3ad9d26a52, 'tag', ['Rd k1, Areg', 'Rd k252, Breg', 'Add Areg, Breg, Creg', 'St Creg, k252' ] 
jid_90922cbc2a41dd2dd0fc84d14e67abc1, 'tag', ['Rd k1, Areg', 'Rd k253, Breg', 'Add Areg, Breg, Creg', 'St Creg, k253' ] 
jid_64dbc39ab9cf9d16bed6f4effec64278, 'tag', ['Rd k1, Areg', 'Rd k254, Breg', 'Add Areg, Breg, Creg', 'St Creg, k254' ] 
jid_de030a3d4e727eb998427cb002a1ace0, 'tag', ['Rd k1, Areg', 'Rd k255, Breg', 'Add Areg, Breg, Creg', 'St Creg, k255' ] 
jid_26b4cb0930a3e3be4da8e9d738607427, 'tag', ['Rd k1, Areg', 'Rd k256, Breg', 'Add Areg, Breg, Creg', 'St Creg, k256' ] 
jid_ac6a202371fa4a6e93ee7042f09e5dc7, 'tag', ['Rd k1, Areg', 'Rd k257, Breg', 'Add Areg, Breg, Creg', 'St Creg, k257' ] 
jid_ee06d5a17b757b231d0049468f897727, 'tag', ['Rd k1, Areg', 'Rd k258, Breg', 'Add Areg, Breg, Creg', 'St Creg, k258' ] 
jid_aeb75a20c5efa12e33eb54f1f7599015, 'tag', ['Rd k1, Areg', 'Rd k259, Breg', 'Add Areg, Breg, Creg', 'St Creg, k259' ] 
jid_0c4a96bf0bc43af08d3ab1331a7e69ab, 'tag', ['Rd k1, Areg', 'Rd k260, Breg', 'Add Areg, Breg, Creg', 'St Creg, k260' ] 
jid_2bf1686588c741e0f407ed360fa9aebe, 'tag', ['Rd k1, Areg', 'Rd k261, Breg', 'Add Areg, Breg, Creg', 'St Creg, k261' ] 
jid_9f0ed6cee42549a571e00f2605c0d7b3, 'tag', ['Rd k1, Areg', 'Rd k262, Breg', 'Add Areg, Breg, Creg', 'St Creg, k262' ] 
jid_6b7e26a4156ece52127d9b037cd1a0fc, 'tag', ['Rd k1, Areg', 'Rd k263, Breg', 'Add Areg, Breg, Creg', 'St Creg, k263' ] 
jid_8c6d4a31462e031f2de9adc6b80f21d8, 'tag', ['Rd k1, Areg', 'Rd k264, Breg', 'Add Areg, Breg, Creg', 'St Creg, k264' ] 
jid_259a568c9e5262afa3bb020a24f9457e, 'tag', ['Rd k1, Areg', 'Rd k265, Breg', 'Add Areg, Breg, Creg', 'St Creg, k265' ] 
jid_d9296bcfdfb953b10b4910f91fe4179c, 'tag', ['Rd k1, Areg', 'Rd k266, Breg', 'Add Areg, Breg, Creg', 'St Creg, k266' ] 
jid_6f6fcb8d7a89aebfcd54d38a046e6181, 'tag', ['Rd k1, Areg', 'Rd k267, Breg', 'Add Areg, Breg, Creg', 'St Creg, k267' ] 
jid_457126a29df4c81310d9cd01ca198f57, 'tag', ['Rd k1, Areg', 'Rd k268, Breg', 'Add Areg, Breg, Creg', 'St Creg, k268' ] 
jid_cdd52d64d4c86b2807dfd31c5ee0554a, 'tag', ['Rd k1, Areg', 'Rd k269, Breg', 'Add Areg, Breg, Creg', 'St Creg, k269' ] 
jid_d4d67ff03c419e3fafc2276286903351, 'tag', ['Rd k1, Areg', 'Rd k270, Breg', 'Add Areg, Breg, Creg', 'St Creg, k270' ] 
jid_4534e3609a734c896fe7bc88df803cb9, 'tag', ['Rd k1, Areg', 'Rd k271, Breg', 'Add Areg, Breg, Creg', 'St Creg, k271' ] 
jid_2c028a63bb4a9b99dc57e64d6a32e653, 'tag', ['Rd k1, Areg', 'Rd k272, Breg', 'Add Areg, Breg, Creg', 'St Creg, k272' ] 
jid_b912d22e1bdb0027532bb3187edc602c, 'tag', ['Rd k1, Areg', 'Rd k273, Breg', 'Add Areg, Breg, Creg', 'St Creg, k273' ] 
jid_a3ab82e89ac30fdc459c5d904181f7fd, 'tag', ['Rd k1, Areg', 'Rd k274, Breg', 'Add Areg, Breg, Creg', 'St Creg, k274' ] 
jid_bcd69f8c3e3a443d936f6fa4eaa90e24, 'tag', ['Rd k1, Areg', 'Rd k275, Breg', 'Add Areg, Breg, Creg', 'St Creg, k275' ] 
jid_94faf6451bc9868ad424c1ba1d704dcd, 'tag', ['Rd k1, Areg', 'Rd k276, Breg', 'Add Areg, Breg, Creg', 'St Creg, k276' ] 
jid_07ca93ea45d55d28894b866499710a9f, 'tag', ['Rd k1, Areg', 'Rd k277, Breg', 'Add Areg, Breg, Creg', 'St Creg, k277' ] 
jid_3910a4fc6988344d4ac876b5a203818f, 'tag', ['Rd k1, Areg', 'Rd k278, Breg', 'Add Areg, Breg, Creg', 'St Creg, k278' ] 
jid_fc28261e2becf14ad69ba5cfa3c17a58, 'tag', ['Rd k1, Areg', 'Rd k279, Breg', 'Add Areg, Breg, Creg', 'St Creg, k279' ] 
jid_af69b19902510c94d14a542a135bcd7a, 'tag', ['Rd k1, Areg', 'Rd k280, Breg', 'Add Areg, Breg, Creg', 'St Creg, k280' ] 
jid_5dbd27ed12e6ca549c958d61db5d9819, 'tag', ['Rd k1, Areg', 'Rd k281, Breg', 'Add Areg, Breg, Creg', 'St Creg, k281' ] 
jid_9db1725416e2018b3b079c602429b208, 'tag', ['Rd k1, Areg', 'Rd k282, Breg', 'Add Areg, Breg, Creg', 'St Creg, k282' ] 
jid_70d37da46913c0157ee4cc0efe1fcc5a, 'tag', ['Rd k1, Areg', 'Rd k283, Breg', 'Add Areg, Breg, Creg', 'St Creg, k283' ] 
jid_33e2eca30611d5d483e97825fb55848e, 'tag', ['Rd k1, Areg', 'Rd k284, Breg', 'Add Areg, Breg, Creg', 'St Creg, k284' ] 
jid_5131e6710ad926457f97498945b6a565, 'tag', ['Rd k1, Areg', 'Rd k285, Breg', 'Add Areg, Breg, Creg', 'St Creg, k285' ] 
jid_849c49cb79d556969520a7ba510fa75b, 'tag', ['Rd k1, Areg', 'Rd k286, Breg', 'Add Areg, Breg, Creg', 'St Creg, k286' ] 
jid_ff4da50c05473ef35e9f3442d39fec27, 'tag', ['Rd k1, Areg', 'Rd k287, Breg', 'Add Areg, Breg, Creg', 'St Creg, k287' ] 
jid_8211b5db47113f43bd8e29b46e0490a7, 'tag', ['Rd k1, Areg', 'Rd k288, Breg', 'Add Areg, Breg, Creg', 'St Creg, k288' ] 
jid_4693b22f920e040c716c411b8d1fa41d, 'tag', ['Rd k1, Areg', 'Rd k289, Breg', 'Add Areg, Breg, Creg', 'St Creg, k289' ] 
jid_6c2a40def9f5197fdf4a9fbb9811d9f9, 'tag', ['Rd k1, Areg', 'Rd k290, Breg', 'Add Areg, Breg, Creg', 'St Creg, k290' ] 
jid_bc88b78c1fca882c19a55bb725134ea0, 'tag', ['Rd k1, Areg', 'Rd k291, Breg', 'Add Areg, Breg, Creg', 'St Creg, k291' ] 
jid_352ad14d71a6069544a8592dad6ed251, 'tag', ['Rd k1, Areg', 'Rd k292, Breg', 'Add Areg, Breg, Creg', 'St Creg, k292' ] 
jid_a43e268d90bf08407c3a413ed16a1f13, 'tag', ['Rd k1, Areg', 'Rd k293, Breg', 'Add Areg, Breg, Creg', 'St Creg, k293' ] 
jid_d70d0dd90a6c3a771cbbdbf87872671b, 'tag', ['Rd k1, Areg', 'Rd k294, Breg', 'Add Areg, Breg, Creg', 'St Creg, k294' ] 
jid_6ba01cd31a75dd3cab2b6800a7ece423, 'tag', ['Rd k1, Areg', 'Rd k295, Breg', 'Add Areg, Breg, Creg', 'St Creg, k295' ] 
jid_5a592088ddbd5c96f25e13edd95a086a, 'tag', ['Rd k1, Areg', 'Rd k296, Breg', 'Add Areg, Breg, Creg', 'St Creg, k296' ] 
jid_fd1a71f57514f3d96aab5b4099e292f8, 'tag', ['Rd k1, Areg', 'Rd k297, Breg', 'Add Areg, Breg, Creg', 'St Creg, k297' ] 
jid_4268c65769504e17a0bcd91407e23dfe, 'tag', ['Rd k1, Areg', 'Rd k298, Breg', 'Add Areg, Breg, Creg', 'St Creg, k298' ] 
jid_3de38580d02586b57d5a28d772778cee, 'tag', ['Rd k1, Areg', 'Rd k299, Breg', 'Add Areg, Breg, Creg', 'St Creg, k299' ] 
jid_62b5942b6aabb2aa53df28074c1b834f, 'tag', ['Rd k1, Areg', 'Rd k300, Breg', 'Add Areg, Breg, Creg', 'St Creg, k300' ] 
jid_1445f5c59eb6ef023569dee83940e744, 'tag', ['Rd k1, Areg', 'Rd k301, Breg', 'Add Areg, Breg, Creg', 'St Creg, k301' ] 
jid_06b904260b0d751caf0034cfe86504fc, 'tag', ['Rd k1, Areg', 'Rd k302, Breg', 'Add Areg, Breg, Creg', 'St Creg, k302' ] 
jid_31b06da87e7c73165bf736f2e9d7b902, 'tag', ['Rd k1, Areg', 'Rd k303, Breg', 'Add Areg, Breg, Creg', 'St Creg, k303' ] 
jid_c687a39fe5c4a872b49b3aa63834508c, 'tag', ['Rd k1, Areg', 'Rd k304, Breg', 'Add Areg, Breg, Creg', 'St Creg, k304' ] 
jid_d31ba3c1cd27b5d6cf9f7393634395e4, 'tag', ['Rd k1, Areg', 'Rd k305, Breg', 'Add Areg, Breg, Creg', 'St Creg, k305' ] 
jid_828007765429cc8470834c483ab6253d, 'tag', ['Rd k1, Areg', 'Rd k306, Breg', 'Add Areg, Breg, Creg', 'St Creg, k306' ] 
jid_64a541dc6e3952830155a81eab098056, 'tag', ['Rd k1, Areg', 'Rd k307, Breg', 'Add Areg, Breg, Creg', 'St Creg, k307' ] 
jid_4eaed852e6857e6c196f20cfa49bc472, 'tag', ['Rd k1, Areg', 'Rd k308, Breg', 'Add Areg, Breg, Creg', 'St Creg, k308' ] 
jid_2dd74611264f88f6159aa18171bfc004, 'tag', ['Rd k1, Areg', 'Rd k309, Breg', 'Add Areg, Breg, Creg', 'St Creg, k309' ] 
jid_fe1bbc5a341d04ae80627cd21ab183ae, 'tag', ['Rd k1, Areg', 'Rd k310, Breg', 'Add Areg, Breg, Creg', 'St Creg, k310' ] 
jid_8373fa500c724ea899d5303d993790f6, 'tag', ['Rd k1, Areg', 'Rd k311, Breg', 'Add Areg, Breg, Creg', 'St Creg, k311' ] 
jid_390d29f732f024a4ebd58645781dfa5a, 'tag', ['Rd k1, Areg', 'Rd k312, Breg', 'Add Areg, Breg, Creg', 'St Creg, k312' ] 
jid_f1bbcefb43f8731a660091a6684d8746, 'tag', ['Rd k1, Areg', 'Rd k313, Breg', 'Add Areg, Breg, Creg', 'St Creg, k313' ] 
jid_642606e93992a316419e8b6081af73dd, 'tag', ['Rd k1, Areg', 'Rd k314, Breg', 'Add Areg, Breg, Creg', 'St Creg, k314' ] 
jid_0d96f49fdbbfecd236f36b3df4608c69, 'tag', ['Rd k1, Areg', 'Rd k315, Breg', 'Add Areg, Breg, Creg', 'St Creg, k315' ] 
jid_47bcdd11e1cd38abf978136d79b6bc91, 'tag', ['Rd k1, Areg', 'Rd k316, Breg', 'Add Areg, Breg, Creg', 'St Creg, k316' ] 
jid_098ddacdd558720b195cbd7a26773837, 'tag', ['Rd k1, Areg', 'Rd k317, Breg', 'Add Areg, Breg, Creg', 'St Creg, k317' ] 
jid_0116a06b764c420b8464f2068f2441c8, 'tag', ['Rd k1, Areg', 'Rd k318, Breg', 'Add Areg, Breg, Creg', 'St Creg, k318' ] 
jid_509a69c52a4bf28c45232276142f6e75, 'tag', ['Rd k1, Areg', 'Rd k319, Breg', 'Add Areg, Breg, Creg', 'St Creg, k319' ] 
jid_6b23c0ac4415f1fca4d47a64031b03ff, 'tag', ['Rd k1, Areg', 'Rd k320, Breg', 'Add Areg, Breg, Creg', 'St Creg, k320' ] 
jid_9492fe88f263d58e0b686885e8c98c0e, 'tag', ['Rd k1, Areg', 'Rd k321, Breg', 'Add Areg, Breg, Creg', 'St Creg, k321' ] 
jid_5c80dc6aeb95ec33f0bf578e049a9193, 'tag', ['Rd k1, Areg', 'Rd k322, Breg', 'Add Areg, Breg, Creg', 'St Creg, k322' ] 
jid_2ab5372e91b61384741a2050a3b83c71, 'tag', ['Rd k1, Areg', 'Rd k323, Breg', 'Add Areg, Breg, Creg', 'St Creg, k323' ] 
jid_36ef14dda15556b096ee6b5242f23506, 'tag', ['Rd k1, Areg', 'Rd k324, Breg', 'Add Areg, Breg, Creg', 'St Creg, k324' ] 
jid_7c1b3b869434ddf685bc503e306701b1, 'tag', ['Rd k1, Areg', 'Rd k325, Breg', 'Add Areg, Breg, Creg', 'St Creg, k325' ] 
jid_2ba9cf691a469a00b235e3dca4e5dc8f, 'tag', ['Rd k1, Areg', 'Rd k326, Breg', 'Add Areg, Breg, Creg', 'St Creg, k326' ] 
jid_9a215d19e54bc4b2282e30c33214e387, 'tag', ['Rd k1, Areg', 'Rd k327, Breg', 'Add Areg, Breg, Creg', 'St Creg, k327' ] 
jid_c2cff429a10edd8a6300dd554271ce4e, 'tag', ['Rd k1, Areg', 'Rd k328, Breg', 'Add Areg, Breg, Creg', 'St Creg, k328' ] 
jid_e049b6ef70e237d8fa4b938f75952331, 'tag', ['Rd k1, Areg', 'Rd k329, Breg', 'Add Areg, Breg, Creg', 'St Creg, k329' ] 
jid_96e6cdd58a6ef8e66f51888353db5e09, 'tag', ['Rd k1, Areg', 'Rd k330, Breg', 'Add Areg, Breg, Creg', 'St Creg, k330' ] 
